review,rating,clean_review,sentiment
"GAJELAS DOWN MULU SERVERNYA, GA BECUS BENERIN SERVER GAUSAH BIKIN APK. ORANG UDH BEGADANG BUAT BELI TIKET MALAH DOWN MULU SERVERNYA, BENERIN TUH MASALAH DOWN SERVER DARI DULU GAADA IMROVISASI SAMA SEKALI.",1,gajelas down mulu servernya ga becus benerin server gausah bikin apk orang udh begadang buat beli tiket malah down mulu servernya benerin tuh masalah down server dulu gaada imrovisasi sama sekali,negative
sangat buruk,1,sangat buruk,negative
"aplikasi sebelumnya sudah bagus bgt, setelah update jadi sering error untuk ekonomi saat war jam 12 malem itu selalu aja aplikasi sedang dalam perbaikan ayoklah kai perbaiki lagi sistemnya tolong",1,aplikasi belum bagus bgt update jadi sering error ekonomi war jam malem selalu aja aplikasi sedang baik ayoklah kai baik sistem,negative
sering error,1,sering error,negative
aplikasi menyusahkan sangat lemot dan tidak ramah,1,aplikasi susah sangat lot tidak ramah,negative
"gak jelas dikit2 ngeleg , mau war tiket jam 00.00 ngeleg , pdhl jaringan stabil , muter2 terus , maintenance setiap hari buat apa kalau selalu ngeleg kaya gini? gaguna bet",2,gak jelas dikit ngeleg mau war tiket jam ngeleg pdhl jaring stabil muter terus maintenance hari buat apa kalau selalu ngeleg kaya gin gaguna bet,negative
"ada pemeliharaan pas di jam orang"" pada war tiket h+6, jdnya server lemot parah, gabisa dipencet apa"". sekalinya bisa dipencet lanjut pembayaran eh ga bisa diapa apain juga cuma bisa nunggu waktu abis, pas ngecek lagi tiket nya udah pada abis. ada fitur email harusnya pemesanan yang harus dilakuin pembayaran di kasih notifikasi ke email, kalo pake qris ya qris nya di kirim di email. paling ngeselin ya itu, pemeliharaan jam jam 00.20.",1,pelihara pas jam orang war tiket h jdnya server lot parah gabisa pencet apa sekali pencet lanjut bayar eh ga apa apain cuma nunggu waktu abis pas ngecek tiket nya udah abis fitur email harus mesan harus dilakuin bayar kasih notifikasi email kalo pake qris qris nya kirim email paling ngeselin itu pelihara jam jam,negative
"sering eror, aneh bngt tiba² habis trs 2 jam kemudian ada lagi",1,sering eror aneh bngt tiba habis trs jam kemudian lagi,negative
sistem parah 1 jam yg sia sia,1,sistem parah jam yg sia sia,negative
"dibelain begadang buat war tiket tp waktu jam 12 malem apk error stuck di isi penumpang, di refresh² gabisa sampe jam set1 malem tiba² jadwal yg mau dibeli udah abis, bener² kudu diperbaiki lagi sistemnya kai plisss biar ga buang² waktu istirahat di tengah malem kaya ginii",1,bain begadang buat war tiket tp waktu jam malem apk error stuck isi tumpang refresh gabisa sampe jam set malem tiba jadwal yg mau beli udah abis bener kudu baik sistem kai plisss biar ga buang waktu istirahat tengah malem kaya ginii,negative
lemot parah kalo chekin lokal,1,lot parah kalo chekin lokal,negative
"apk sampah,dibenerin dulu blok pesen susahnya minta ampun,sistem eror kalo apk banyak yang pake sampah banget wk",1,apk sampahdibenerin dulu blok sen susah minta ampunsistem eror kalo apk banyak pake sampah banget wk,negative
"aplikasi minus banyak bug pesen tiket h-6 malah eror najiss,udah di belain begadang war tiket malah gini kecewa",1,aplikasi minus banyak bug sen tiket h malah eror najissudah bain begadang war tiket malah gin kecewa,negative
"tambah bikin ribet masa iya pesan tiket jam 00.00 yang harusnya udah keluar tiketnya tambah ini aplikasi lemot banget ga keluar"" jadwal pemberangkatannya nanti kalo udah jam 1.00 tiket udah habis semua,, tolong ya ini sistemnya di perbaiki lagi biar masyarakat ga kecewa sama sistem pesan online lewat kai acces",1,tambah bikin ribet masa iya pesan tiket jam harus udah keluar tiket tambah aplikasi lot banget ga keluar jadwal berangkat kalo udah jam tiket udah habis semua ya sistem baik biar masyarakat ga kecewa sama sistem pesan online lewat kai acces,negative
"susah bgt buat pesan saat jam tengah malam, loading nya lama bisa sampai set jam, pesan ataupun membatalkan pesanan tiket sama load nya lama",2,susah bgt buat pesan jam tengah malam loading nya lama sampai set jam pesan atau batal pesan tiket sama load nya lama,negative
SUKA ERROR SENDIRI,1,suka error sendiri,negative
buruk,1,buruk,negative
"ya begitulah aplikasi pemerintah gk ada yang pokro gak jelas, lebih baik d hapus semakin tahun gk semakin bagus semakin jelek",1,begitu aplikasi perintah gk yang pokro gak jelas lebih baik d hapus makin tahun gk makin bagus makin jelek,negative
aplikasi eror gampang lemot,1,aplikasi eror gampang lot,negative
"Tolong server nya ditambahin lagi ya KAI. di jam"" kritis misal barengan tiket mudik, saya beli tiket lokal tapi aplikasi nya error terus. isinya cuma muter"" di aplikasi nya dan muncul kode error tolong ditambahi lagi kekuatan server nya biar bisa di akses se jawa.",1,server nya ditambahin ya kai jam kritis misal bareng tiket mudik beli tiket lokal aplikasi nya error terus isi cuma muter aplikasi nya muncul kode error tambah kuat server nya biar di akses se jawa,negative
busuk banget server tiket KA Lokal pas war tiket jam 12 malem anj,1,busuk banget server tiket ka lokal pas war tiket jam malem anj,negative
"Aplikasi tidak jelas, perlu maintenance lagi.. udah milih kursi mau pembayaran ga bisa.. setiap pemesanan pasti error..",1,aplikasi jelas perlu maintenance udah milih kursi mau bayar ga tiap mesan error,negative
ERROR TERUS TIAP MAU PESEN TIKET ASTAGAAAA,1,error terus tiap mau sen tiket astagaaaa,negative
"Tertulis tersedia, pas diklik gabisa. milih tanggal udah bener, pas masuk gak ada tiketnya alias blank. Nambah saldo kepotong administrasi, ada aja cacatnya. diupdate ga tambah mutakhir malah makin buruk.",2,tulis sedia pas klik gabisa milih tanggal udah bener pas masuk gak tiket alias blank nambah saldo potong administrasi aja cacat diupdate ga tambah mutakhir malah makin buruk,negative
"Mohon server lebih dioptimalkan lagi,agar tidak terjadi error saat pemesanan tiket KA lokal di tengah malam.",2,mohon server lebih optimal lagiagar jadi error mesan tiket ka lokal tengah malam,negative
"makin kesini sistem aplikasi malah makin buruk, suka ngeblank juga",1,makin kesini sistem aplikasi malah makin buruk suka ngeblank,negative
lemot,1,lot,negative
"aplikasi gampang eror, war tiket lokal susah banget",1,aplikasi gampang eror war tiket lokal susah banget,negative
suka lag kalau di buat war tiket,1,suka lag kalau buat war tiket,negative
ok banget,5,banget,positive
"udah login terus, ganti password udah tanya adminnya gagal login terus, masalahnya apa? jawaban dari admin juga nggak guna .. aplikasi dah bagus malah error !",1,udah login terus ganti password udah tanya adminnya gagal login terus masalah apa jawab admin nggak aplikasi dah bagus malah error,negative
sering error,1,sering error,negative
"aplikasinya aneh, pas udah batal booking, trus pesan tiket ulang malah ada notif sudah booking. padahal udah batal dan ngga ada riwayat ada tiket yang belum dipesan. tolong di perbaharui fiturnya biar ngga lelet",1,aplikasi aneh pas udah batal booking trus pesan tiket ulang malah notif booking padahal udah batal ngga riwayat tiket belum pes di baharu fiturnya biar ngga lelet,negative
"jelek, masih sering ngebug",3,jelek sering ngebug,neutral
aplikasi rusak error mulu,1,aplikasi rusak error mulu,negative
sangat membantu,5,sangat bantu,positive
"merasa dirugikan aja udah pendaftaran sampai pembayaran tp tiket ilang GK masuk . udh konfirmasi,tp sama uang GK kembali tiket ilang buat 6 orang pulang-pergi. jujur apk tersampah 👎👎👎",1,rasa rugi aja udah daftar bayar tp tiket ilang gk masuk udh konfirmasitp sama uang gk tiket ilang buat orang pulangpergi jujur apk sampah,negative
baik,5,baik,positive
otp nya loding nya lama,3,otp nya loding nya lama,neutral
aplikasi tolol ngebug trus,1,aplikasi tolol ngebug trus,negative
upgrade ke basic masukin otp loading mulu,1,upgrade basic masukin otp loading mulu,negative
maintenance terus,1,maintenance terus,negative
padahal pakai android 13 tidak kompatibel 👎,1,padahal pakai android kompatibel,negative
"sayang banget ga bisa beli tiket hari itu juga 😥. Aplikasinya perlu perbaikan, banyak bugnya",1,sayang banget ga beli tiket hari juga aplikasi perlu baik banyak bugnya,negative
susah untuk daftar baru,1,susah daftar baru,negative
"tiket jember surabaya 24 april 2026 saya cek jam 3.45 sampai 4.25 gk muncul2 di aplikasinya, error kah?? duh kai tolong lah lebih cepat lg dlm penanganan IT nya krn potensi kehilangan omset",1,tiket jember surabaya april cek jam gk muncul aplikasi error duh kai lah lebih cepat lg dlm tangan it nya krn potensi hilang omset,negative
"Aplikasi ini kurang maksimal meskipun harga selisih lebih mahal dibanding beli langsung di stasiun. sehari sebelum keberangkatan tidak ditampilkan, padahal di situs komersil lain ada. biaya aplikasi & implementasi tidak sesuai",2,aplikasi kurang maksimal meski harga selisih lebih mahal banding beli langsung stasiun hari berangkat tampil padahal situs komersil ada biaya aplikasi implementasi sesuai,negative
nice,5,nice,positive
"banyak bug nya, pemesanan tiket banyak erornya",1,banyak bug nya mesan tiket banyak eror,negative
"baik pelayanan dan ada fasilitas musholla juga tempat wudhu kaki, agar dijaga dan lebih ditingkatkan lagi pelayanannya..",4,baik layan ada fasilitas musholla tempat wudhu kaki jaga lebih tingkat layan,positive
oke,5,oke,positive
"keseringan gangguan, tidak berkualitas",1,sering ganggu kualitas,negative
Sangat berkesan menggunakan aplikasi ini,5,sangat kesan guna aplikasi,positive
lancar dari Jakarta ke Bali aman dan nyaman,4,lancar jakarta bal aman nyaman,positive
Tolong tambahankan pemesanan Porter di pemesanan tiket. kadang kita pesan tiket itu untuk orang tua. jadi bisa sekalian pesan porter untuk bawa barangnya. biar tidak cari² porter lagi. terimakasih,5,tambahankan mesan porter mesan tiket kadang pesan tiket orang tua jadi sekali pesan porter untuk bawa barang biar cari porter terimakasih,positive
aplikasi nya mudah digunakan,5,aplikasi nya mudah guna,positive
tidak bisa upgrade member basic susah sekali tidak bisa parah gimana kai access,1,bisa upgrade member basic susah sekali bisa parah gimana kai access,negative
mantap,5,mantap,positive
"mahal, gak ada subsidi dari cikampek karawang lawak. ditinggal kalah sama pesawat, bis dll",1,mahal gak subsidi cikampek karawang lawak tinggal kalah sama pesawat bis,negative
dapat dimengerti,3,erti,neutral
android 10 tidak kompatibel :(,5,android kompatibel,positive
"mohon maaf saya lagi promil,saya kebetulan tidak dapet tiket dikereta lokal saya numpang ditempat duduk untuk lansia / untuk yg sedang hamil,dan sakit kenapa saya disuruh untuk pindah trs ya ,semoga ada kemajuan untuk kereta lokal ,dan saya baru pertama kali ini diperlakukan seperti ini,untuk kereta lokal commuter line penataran jombang ke surabaya",1,mohon maaf lagi promilsaya betul dapet tiket kereta lokal numpang tempat duduk lansia yg sedang hamildan sakit saya suruh pindah trs moga maju kereta lokal saya baru pertama kali laku iniuntuk kereta lokal commuter line natar jombang surabaya,negative
"gk bisa verifikasi otp pdhl udh bnr, dicoba selama 3 hari pun sama aja hasilnya.",1,gk verifikasi otp pdhl udh bnr coba lama hari sama aja hasil,negative
membantu,5,bantu,positive
"begadang jam 12 bela belain beli tiket aplikasi blank ga bisa beli tiket sampe jam 2, bangun bangun tiket sudah habis h-7",1,begadang jam bela bain beli tiket aplikasi blank ga beli tiket sampe jam bangun bangun tiket habis h,negative
"penampilan aplikasi sudah lebih baik, namun untuk pengecekan tiket hanya bisa 3 kali dan lebih dari itu tidak tampil sama sekali tiket yang dicari walaupun tgl masih available. masih lebih baik aplikasi yang lamanya.",1,tampil aplikasi lebih baik untuk kece tiket bisa kali lebih itu tampil sama sekali tiket cari walaupun tgl available lebih baik aplikasi lama,negative
"aplikasi sampah, susah banget",1,aplikasi sampah susah banget,negative
"kadang jadwal yang dicari ga muncul dan lama banget. padahal tiket rute ini apalagi weekend selalu ramai. tolong diperbaiki. sudah 15 menit dicoba tetap ga keluar jadwalnya, terimakasih.",1,kadang jadwal cari ga muncul lama banget padahal tiket rute apalagi weekend selalu ramai baik menit coba tetap ga keluar jadwal terimakasih,negative
"tiap cek jadwal kereta lokal jam 00.00 pasti blank, nanti di cek jam 00.30 sudah banyak yg habis",1,tiap cek jadwal kereta lokal jam blank di cek jam banyak yg habis,negative
"Sangat bagus, berkembang lebih baik ya",5,sangat bagus kembang lebih baik,positive
"aplikasi sering tidak dapat digunakan, sangat sering maintenance",1,aplikasi sering dapat guna sangat sering maintenance,negative
bagus sangat bermanfaat👍👍,5,bagus sangat manfaat,positive
oke,5,oke,positive
add support android 14 dong,1,add support android dong,negative
mantaappp,5,mantaappp,positive
"lelet aplikasinya, kok tiketnya habis terus kalau mau pesan... tolong diperbaiki.....",3,lelet aplikasi kok tiket habis terus kalau mau pesan baik,neutral
daftar ke akun basic gk bisa anjiirrrr,2,daftar akun basic gk anjiirrrr,negative
bikin aplikasi bukan a makin mudah malah bikin dongkol data bener gak bisa masuk udh di coba 20x tetep aja gak bisa isi data,1,bikin aplikasi bukan a makin mudah malah bikin dongkol data bener gak masuk udh coba x tetep aja gak isi data,negative
"kenapa sih hrs di buat aplikasi,gw jadi ketinggalan kereta sama belinya harus awal ga bisa di akhir niat ga sih bikin aplikasi",1,sih hrs buat aplikasigw jadi tinggal kereta sama beli awal ga di akhir niat ga sih bikin aplikasi,negative
"Tolong untuk asuransi pembatalan tiketnya(qo**a) di tinjau kembali.. Bekerja samalah dengan asuransi yang amanah.. bukan yg ribet, sdh berbulan bulan klaim kita gak beres².. setiap di chat hanya di suruh menunggu. Heran koq bisa PT KAI bekerja sama dgn asuransi abal²..",2,untuk asuransi batal tiketnyaqoa tinjau kerja sama asuransi amanah bukan yg ribet sdh bulan bulan klaim gak beres di chat di suruh tunggu heran koq pt kai kerja sama dgn asuransi abal,negative
siiippppp👍👍👍👍👍👍,5,siiippppp,positive
KRL Tanah Abang ke Bekasi kok gak nyala sih ini AC nya,1,krl tanah abang bekas kok gak nyala sih ac nya,negative
"Gimana si bkin akun basic gagal mulu, udh nyoba pke email dan nomer apapun gagal mulu dah .. payah bngt",1,gimana si bkin akun basic gagal mulu udh nyoba pke email nomer apa gagal mulu dah payah bngt,negative
kurang bagus,1,kurang bagus,negative
"klo uda ada kursi prioritas, ya jangan nyuruh orang yg duduk di tempat biasa berdiri dong, suru lah itu yg nempatin kursi prioritas berdiri (klo orang biasa). kenapa malah nyuruh orang di tempat biasa berdiri, trus fungsi kursi prio buuat apaan ???",1,klo uda kursi prioritas jangan nyuruh orang yg duduk tempat biasa diri dong suru lah yg nempatin kursi prioritas diri klo orang biasa malah nyuruh orang tempat biasa diri trus fungsi kursi prio buuat apa,negative
Tidak bisa Ganti Data Penumpang.,1,bisa ganti data tumpang,negative
"aplikasinya jeleg min masa udah disempatin bangun jm 12 MALAM tapi waktu mau milih no seat mulu dan LOADINGNYA LAMA kan ga make sense min, sering eror di pembayaran juga. Ngga cuma sekali dua kali min udah jadi penyakit tahunan nih kai kl menjelang libur pasti gini, kecewa si aku jadi tidak bisa pulang, tidak bertemu mamaku dirumah",1,aplikasi jeleg min masa udah disempatin bangun jm malam waktu mau milih no seat mulu loadingnya lama kan ga make sense min sering eror bayar ngga cuma sekali kali min udah jadi sakit tahun nih kai kl jelang libur gin kecewa si aku jadi bisa pulang temu mama rumah,negative
"sistem sering error, lebih diperbaiki lagi kedepannya",1,sistem sering error lebih baik depan,negative
ini lama² ga jls ya. masa berkali² pesen tiket ga bisa pdahal tiket masih ada,1,lama ga jls masa kali sen tiket ga pdahal tiket ada,negative
"apa si mesti error ga jelas,, tulisan masih tersedia tapi pas di pencet no seat available",1,apa si mesti error ga jelas tulis sedia pas pencet no seat available,negative
gak bagus,1,gak bagus,negative
