review,rating
puas,5
Saya Pengguna Exekutif- Perjalanan Surabaya Jakarta. Pembagian selemit bagus tapi tolong untuk layanan pengambilan selimut minimal d ambil jam 8 pagi karena kita sampai jakarta aja jam 09.20.... masak d ambil jam 06.30 yang bener aja. dalam kereta aja masih DINGIN.. dan orang tidur di bangunkan. Tidak ada ETIKA SAMA SEKALI.,1
bagus pelayanan nya...refund pembatalan perjalanan jg sangat mudah dan gk ribet,5
mudah dan simpel,5
proses pembayaran mudah,5
gampang caranya,5
keren,5
mudah cepat,5
sangat membantu dlm pesan tiket,4
"ngga bisa login,entah pakai paket data maupun wifi padahal buat main game dan lainya lancar, terus kok sulit untuk ngecek tiket",1
bagus pelayanan pesan tiket mudah,5
harus upgrade hp karna habis update udah tidak kompatibel lagi,1
pembayaran agak susah,4
sangat buruk,1
"okay, feedback metode pembayaran ditambahkan dengan aplikasi pembayaran yg lebih banyak pilihan, Apps ini make it simple, tracking and accessible",5
alhamdulillah tenkyu banyak2,5
sangat membantu,5
hp ku kok ga mendukung untuk update,3
ok,5
bagus cepat disconya juga sip,5
"H-7 PILIH TIKET JAM 12 malam, saat pilih tiket opsi ""tersedia"" tapi saat pilih kursi hanya ada opsi ""tanpa tempat duduk"" GAK JELAS",1
baik,5
punya saya kok jadwal tidak tersedia trus ya ini kenapa,4
"log out dulu, balik login lagi, full kebuka fiturnya",5
"bayar pake qris, gagal pula uang dah terpotong, tiket ga dapat aplikasi sialan",1
"Mudah, cepat, nyaman",5
"halo kak railmin, izin tanya apakah pemesanan tiket maksimal hanya 4 pelanggan dalam 1 akun? kenapa ga bisa diatas 4 pelanggan supaya kami yang suka trip menggunakan kereta api bisa pesan banyak untuk rombongan banyak dalam satu akun🙏🏻",5
perjalan nyaman dan aman hanya kereta api KAI mantap . Joss,5
top feh,5
layanan bagus,4
sangat membantu,5
❤️,5
sangat membantu sekali,5
kenapa Hp saya gak bisa Download nih...,5
"gak pernah dapet tiket kreta nya padahal tujuan lokal,,",1
"aplikasi asu ... aplikasi macan apa ini ?! login nggak bisa , padahal no . HP maupun email-nya sudah bener ... ehhh nggak bisa daftar member pula ... ya ampuuuun ... Hhhh one star to apk 👎👎👎",1
ok,5
mudah dan membantu,5
terus bekerja dengan baik,4
layanan yang sangat membatu sekali,5
terimakasih sangat membantu,5
bagus,5
cepat dan mudah,5
"Beli pulsa di kai access sebanyak 3 x transaksi, transaksi gagal tapi saldo sudah terpotong dan pulsa tidak masuk dan sudah buat laporan pengembalian dana tapi yang dikembalikan hanya 2 transaksi saja. Kasus dari Januari sampe april ini sudah kesana kemari buat laporan yang sisa 1 transaksi juga belum di kembalikan dananya sampe per april saat ini. Bener bener sistem bobrok!!!",1
"LEMOT PARAH. berkali-kali registrasi kenapa failed terus ya. bukan jaringan internet sini (milik saya) saya rasa.daftar aplikasi lain aman2 saja.lancar walhasil booking lewat Traveloka. ada aplikasi kai access saya kira memudahkan,sekedar untuk cek jadwal misal nya . malah tdk bisa masuk kode otp sdh di kirim,sudah di input juga.tp smpe time out masih muter2. berulang kali coba .gak bisa masuk sy registrasi aplikasi lain baik2 sjaa . apa saya yg tidak bisa atau kenapa lemot begini .",1
bagus,5
sangat dibutuhkan,5
"Ditingkatkan lagi untuk khusus kursi prioritas seharusnya diharuskan memang benar untuk prioritas jangan dipakai dengan orang orang sehat dan tidak ada sopan santun. sudah tau ada ibu hamil tetapi kakinya dengan enak masih di atas kursi, agar tulisan prioritas itu tidak hanya untuk pajangan saja, lebih baik dikosongkan dan benar untuk prioritas saja.",2
hadeeeuuhh... bayarnya berulang2,4
"hallo PT. KAI access.... aplikasi sudah bagus tapi tolong ya.... kayaknya perlu di hapus deh tiket berdiri.... karena ini saya tidak nyaman ... padahal memang sudah beli tiket 4.... kita cuma ber-3... tujuan kami beli tiket 4 ini buat jaga"" kalau anak saya yg baru 4 tahun tidur... dan bisa tidur lurus/selonjor di salah 1 bangku yg kami pesan... supaya anak bisa tidur dengan nyaman ... dan saya minta bangku yg sudah saya beli ini... malah saya yg disuruh pindah.. tolong demi kenyamanan penumpang",1
"Beware risk apk detected, maksudnya apa yah dari tadi gitu mulu di dalam apk nya",2
keren praktis,5
keren ... berubah bagus terus,5
KAI solusi bepergian yang nyaman 😊,5
"pembatalan tiket susah,berkali kali dicoba muncul tulisan ""account owner is not passenger"" lawak emg aplikasi ini,gamau rugi wkwk",1
kai mantap,5
"kai access wkt baru daftar lancar badai. kenapa sdh pembaruan aplikasi mau top up aja semua bank , semua kartu ga bisa. ada yg billang system tdk tersedia, ada yg bilang sdg maintenance. mana yg bener coba.",2
ruwet pengembalian dana,1
good,5
"tolong ini bug nya diperbaiki deh. saya udh beli tiket, udh bayar juga sampe kepotong beneran, lah waktu di cek lagi kaga ada tiketnya 😂 kebuang duitnya. mana petugas di stasiun ngerendahin bgt dikira saya ngeboong et dah. diperbaiki dah",2
sangat membantu,5
"sangat bermanfaat untuk kalangan kebawah dan mudah untuk akses pesanan. Pemesanan juga tidak sulit untuk di pesan,Area bersih & nyaman untuk manaiki KAI. pokoknya rekomendasi banget naik KAI,di jamin aman dan baik",5
tolong tambah fitur top upnya menggunakan dana dan gopay agar lebih mudah lagi,3
"Dengan ini saya melaporkan buruknya layanan KAI Access. Transaksi telah saya bayar lunas via QRIS, namun sistem KAI gagal menerbitkan e-tiket dan status masih ""Menunggu Pembayaran"". Saya dirugikan karena dana telah berkurang namun hak sebagai konsumen tidak terpenuhi.",1
"korup, masa gue tf dari bca ke kai pay 15.000 jadi 12.100",1
aplikasi nya sangat mudah and praktis,5
"apa sekarang udh gx bisa lagi, pesan taxi di KAI access?",5
"Sebel dah booking pilih bayar pake Qris. giliran tinggal nampilin barcode g muncul ... mau ganti metode pembayaran g bs, mau psn ulang harus nunggu beberapa menit. kan bikin emosi... ya kalau mmng lg g bs bayar pake qris ya jangan d tampilkan metode pembayaran pake Qris... bikin emosi",3
"Fitur aneh, pembayaran ada spay tapi eror bolak balik doang gajelas, mending gausah dikasih opsi itu klo gabisa dipake",1
very good,5
jangn update ga bisa login,2
"mantaf, sangat terbantu",5
"lama² kesal jadi nya,telat beli tiket karna aplikasi nya dikit² ""maaf layanan tidak tersedia karena proses pemeliharaan"" mau sampai kapannn? dikit² gk bisa diakses,dikit² error,jauh² hari beli tiket malah error,nanti pas dekat² hari hari baru bisa kursi udah habis,tolong diperbaiki lagi update an nya!!",1
sangat bagus pelayanan KA skrng,5
bagus banget jadi mudah beli tiket kapanpun,5
🅑🅐🅖🅤🅢,5
"nyaman naik kereta, jadwal pasti",5
kenapa susah d download,5
"ini kenapa harga kereta api lokal sama antarkotanya jadi sama? baru buka kai lagi, perasaan dulu ngga gini deh. ngebug kah ini?",2
aplikasi tidak seperti dulu. sekrang sering muncul aplikasi pemberharuan truss jadi ke ganggu mau pesan tikett,1
"Akhir akhir ini sering muncul bug ""sesi habis/ sesi pemesanan kereta telah berakhir"" ketika mau memilih kereta. padahal belum lama buka aplikasi",2
semudah itu untuk pemesanan tiket KAI,5
cepat mudah,5
kenapa mencetak tiket gk bisa keprosea ada bug app ini di hp samsung,1
pembayaran tidak ada admin tapi langsung kepotong 2500. ini sangat tidak fair karena penumpang terpaksa harus top up lagi dan terpotong 2500 lagi. kenapa sih gak kayak aplikasi lain yang jelas top up berapa isinya jelas berapa. kalau mau ada admin dari awal biar gak top up berulang seperti ini. bisa gak sih gak dzalim ke rakyat kecil. udah kayak penipuan aja top up 14.000 masuknya cuma 11.500,1
memuaskan,5
bagus,5
Kenapa selarang gak kompatible lagi dengan OPPO A60?,3
luar biasa,5
mantaaff,5
harga kalau lebih murah. mantap .. harga sama dengan swasta bus,3
mantul,5
pelayanan acceess kai memuaskan.,5
cuma bisa 6x transaksi dalam 1 hari,2
"kai pay ruwet, masa eror gak bisa bayar. jadinya bisa gak dapat tiket",1
Bravo jaya3 KAI,5
potongan pengembalian ticket terlalu besar,3
"Telatnya ga kira2.. sering telat 30 menit sampai 1 jam, panas2 di siang hari, waktu produktif terbuang sia2, Terus negara nekan pajak tinggi gitu ? Negara dgn BUMN spt ini tinggal nunggu hancur..",1
"pelayanan ok, bersih nyaman",5
susah sekali masuk,2
kai bagus sekali pelayanan ke konsumen,3
sangat membantu saya,5
tidak muncul jadwal keberangkatan,1
"jangan keseringan update dong, nyusahin yg storagenya penuh ini duh pusing",2
"sangat suka aplikasi nya, saya jadi sering pergi"", tiap buka apl nya.. 😍",5
"mau batalin tiket aja ribet nya banget, only bisa ke rekening pengembalian dananya, gak aplikasi pelajar able, susah pokoknya, udah ma ada potongan mau dibatalin tuh, mau di ganti ke tiket lain juga ada potongan, ribet",2
cepat gampang di akaes,5
Alhamdulillah puas,5
"untuk pelayanan booking kursi kereta jarak jauh sangat membantu sekali, Tapi tolong perhatikan rekanan kai pay perlu diperhatikan dan dipertimbangkan kembali. kalau saya lihat rekanan kai pay (kaspro) ratingnya sangatlah rendah. Sebab hal ini juga menjadi penilaian buruk buat app kai sendiri. Buat saya Access by KAI sangat bagus 💯",5
tdk bisa pesan online...sdh 2bln ini... knapa??? pdhal tdk ada kata update....,1
"Mau pesen di apps harus member basic, begitu daftar malah gak bisa, semua cs terlalu lelet untuk hapus akun, call melalui apps terputus mulubegitu udah bisa kereta yang di mau udah ga ada harus beli di jam keberangkatan berikutnya. nyusahin",1
mantap,5
sangat membantu dg adanya aplikasi ACCESS by KAI Terimakasih KAI sukses dan jaya selalu ❤️❤️❤️❤️❤️,5
untuk sementara ini sudah memberikan pelayanan terbaik.,4
lumayan,4
puas,5
Aplikasinya cepet serba digital sekarang makin mudah makasih banyak KAI,5
"Kepada PT KAI. Mohon diperhatikan keluhan pengguna aplikasi access, ternyata banyak yang mengeluhkan di rating. Saran/usul/komplain dari kami pengguna: Jika tidak darurat aplikasi jangan sering di up date/ganti versi! Saya up date aplikasi di hp jutru gagal total. Saya juga sudah mengunjungi Cs Stasiun Bekasi 13/4/26, dilayani dgn sangat baik, namun setelah cukup lama tetap gak bisa menyelesaikan masalah. Mohon maaf (*), ini demi kebaikan semuanya.",1
daftar susah akses sulit,1
ok sudah makin maju,5
mantap,5
bagus sekali,5
KAI top lah,5
keren... bagusssss,5
bagus,5
"Saya kasih bintang 3 dlu, karena apk nya sudah bagus. Akan tetapi ketika saya mau top up melalui BNI Mobile Banking mengapa nomor virtual account nya tidak tersedia ya??? padahal sudah mengikuti panduan nya dan memasukan nomor yang tertera. Tolong dong ini diperbaiki lagi, saya jadi susah buat beli tiket kereta nya. Kalau bisa tambah fitur melalui e-wallet yang lain (yang sering dipakai orang2)",3
"tidak puas, karna keseringan error, beli ke loket juga habis, terkadang harus minta tolong temen, jadi ngerepotin, bisa mah di permudah pembayaran nya lewat dompet digital atau by card reguler kai.. biar nggak war tiket...",1
gampang sih pake kai access ya gitu deh kalo pas di stasiunnya malah tiba tiba log out terus gmail pun gak nyambung sama nomer telepon jadi saran kalo udah beli tiket di ss supaya aman tidak ilang tiketnya,4
"ini aplikasi KAI kenapa Caya cari tiket ke ke Surabaya dari jakarta kok tidak ada satu pun ada, sementara di Traveloka ada tiket kereta, kenapa yahhh aneh sekali",1
dapat menukarkan railpoin,5
bagus,5
app nya okeee 👍,5
"punya saya tiba tiba keluar ada tulisannya akun di akses di hp lainn,gimana sih minn ga tau lagii udah beli tiket mahal mahall malahh hanguss fak emangg",1
oke Baik,5
gabisa,1
Terbaik 👏🏼,5
aplikasinya jelek ga rekomen banget,1
baik,5
"benerin noh sistem pembayarannya muter muter susah anjirr, Ampe satu jam kagak selesai cuma buat hubungkan akun shopeepay, muter muter ga jelas sialan",1
"saya ngisi saldo kartu MRT di aplikasi kai acces tpi di chek saldo ko belum nmbah ya,pmbyranya pakai shope pay",3
jadi lebih mudah kemana mana hampir setiap Minggu pakai kai mantap deh pokoknya semoga semakin sukses amanah dan semakin jaya buat masyarakat umum,5
Good,5
sll salam sapa senyum s3,5
nyaman dan bersih,5
cukup membantu saya juga,5
"sering ngebug, aplikasi lol",1
Baru buka aplikasi lagi sekarang jadi tahu siapa orang yang di sebelah kita,5
sangat membantu,5
"sangat cepat, luar biasa",5
tiba tibagak bisa pakai Krn spek hp harus naik jadi repot mau pesen tiket Krn blm bisa beli hp yg bisa apk kai,2
bagus,5
sangat membantu,5
sangat bagus,5
"jelek banget, dikit2 eror dikit2 eror, perbaiki napa sistemnya. Tiap mau booking harus aja tiket tidak tersedia, masa senin sampai minggu penuh terus",1
ok sih,5
lebih mudah dan nyaman untuk perjalanan,5
Bagus,5
puas,5
keren,5
refund tiket enak. walau di potong 25%,5
tadi nya bisa pakai aplikasi ini setelah di update malah hilang aplikasi nya ..di download ulang di play store malah kagak ada yg muncul malah aplikasi lain...payah dahhh ni app kai access ruwettt,1
👍🏻,5
baik,5
"syuliiittt banget pake apk iniii , sering banget harus di update , dan pas udh di update harus registrasi ulang , kesell bgt",1
terimakasih,5
mantab,5
"Halo kai sediain kereta yang lebih nyaman dong buat rute Kediri-Surabaya. Adain kereta eksekutifnya dong. Kereta commuter line pegel kursinya. Mau yang lebih nyaman soalnya tiap Minggu naik kereta terus. semoga diadakan ya kereta yang lebih nyaman, harga naik ga masalah asal nyaman.",4
assalamualaikum,5
bagus,4
membantu sekali,5
mantul,5
apk ini sangat membantu untuk dapat mengetahui rute kereta serta harga kereta antar kota. namun untuk metode pembayaran e-wallet tidak bisa,5
"asuransi pembatalan tiket karena alasan apapun yang dijual ketika membeli tiket. proses klaimnya susah utk dibayarkan, sampai sekarang setelah 30 hari kerja menunggu, klaimnya belum dibayar. Mohon dievaluasi kerjasama dengan pihak asuransinya. update: klaimnya per 13 April 2026 sudah cair, dari pengajuan klaim 11 Februari 2026",5
apa susahnya sih nyantumin foto bangku kereta ketika mau pesen online tiket,1
bagus dan cepat mudah,5
ok,5
good job,5
sering bgt perbaikan sampai gak bisa di akses. agak susah kalau mau pesen ngedadak krna suka tb tb error gajelas,4
bagus👍,5
sangat membantu,5
mudah dan menyenangkan,5
"gaenak banget yg sekarang. 1 bulan yg lalu beli tiket, sengaja bgt bangun jam 12 malem buat bisa pilih kursi. udah isi saldo banyak jg. udah pesen tiket udah pilih kursi udah selesai pembayaran. pagi dicek tiket gda sama sekali. padahal saldo udah berkurang. beli lagi udah gaada kursi. tapi langsung muncul pesanan tiket nya. trus gimana ini? tiket ku yg hilang gimana? udah susah² bangun jam 12 biar bisa pilih kursi juga. mana tiket buat4 orang jumlah nominal byk. bukti transaksi berhasil jg ada",1
keren banget dan bagus banget,5
"Aplikasinya sudah oke dan bagus sangat mudah tapi tolong sistem pemesanan tiket jangan di persulit terutama untuk kereta kelas ekonomi subsidi dari tadi coba cek aplikasi semua tanggal di bulan yang sama semua jadwal tidak ada bahkan coba cek untuk keberangkatan dari stasiun yang lain tapi tujuannya sama coba cek di tanggal yang sama dan berbeda tapi di bulan yang sama justru malah muncul untuk kelas eksekutif, ayolah kai kereta ekonomi subsidi itu jangan di persulit.",2
Untuk Daftar ke basic aja susahnya minta ampun..CS pun juga tidak bisa membantu dengan mudah terkait akun basicnya...kalau g guna hapus aja lah dari playstore...,1
Aman.,5
"minta update tp tidak bisa di update,,,, dihapus malah ga bisa install lagi",1
ok,5
good job,5
bagus,5
kok tau2 saya gak bs masuk aplikasi nya kan aneh,3
susah mengubah profil,4
"para petugas KAI Stasiun Bandung tolooong sekali, berikan info yang jelas dan detail ke pelanggan ketika kami bertanya, meskipun ada petunjuk tulisan terkadang tetep pusing, apalagi yang tidak ada petunjuk. saya sudah dua kali naik kereta api jarak jauh, hampir ketinggalan, karena info yang diberikan oleh petugas SANGAT2 MINIM. pas nanya ke petugas jawaban seadanya, ya Allah emosi bangetttt saya, saya pelanggan KAI sudah hampir 10 tahun, bener2 dibikin geleng kepala 🤦",2
"setiap mau boking,,malah gagal... tanggal 31 mau diboking malah gak ada.setiap tanggal akhir selalù gak ada...pas genting malah selalu kehabisan.gimana kalau orang pulang dri luar negeri pas mau pesan àkhir bulan selalu gak ada tiket kèreta nya...",3
cs by call tidak ada yg bisa memberi solusi,1
"iklan yang mengganggu, tolong tampilkan saja sisa bangku yang sudah habis, sperti sebelum pembaharuan sebelum nya",1
udah beli. tiba tiba ngbelnk. keluar sendiri. dan gak bisa masuk lagi. kecewa banget,1
kereta lokal saya kok gak muncul min?,5
gak bisa ubah jadwal,1
sangat membantu sekali ..mudah dan praktis,5
"aplikasi bagus, namun Oppo a31 saya tidak kompatibel lagi. mohon gunakan OS yang ringan biar bisa pakai kembali.",4
bagus,5
Pesan tiket lebih mudah bisa dari mana saja. memberikan kemudahan bagi para pemesan Tiket Kereta. Tanks KAU Access,5
mantap dan mudah,5
"saya baru download aplikasi ini tapi kenapa tidak bisa di buat pesan ya sudah saya coba pakai 2 hp juga sama saja tolong solusinya min,, rencana mau pesan tiket untuk Minggu ini",3
aplikasinya udah bagus cuma minusnya dipembatalannya tidak bisa pakai e wallet dan akhirnya hangus😔,4
bagus dan mudah,5
lancar urusan kereta dengan aplikasi ini,5
ini kenapa gak support di device saya ya versi android 16,1
aplikasinya gajelas!!!!!!!,1
